Evento,RGS,Perfil solicitado,EVC,Habilidades Técnicas,Pruebas,Medellin,Fecha Solicitud,Tipo Solicitud,Estado,Observaciones
2364,,DESARROLLOS BACK-END SENIOR,,Java SE;PostgreSQL;MongoDB;Spring Boot;Spring Cloud;Artifactory;Pruebas Unitarias;SOLID;DOCKER;Kubernetes;Gradle;RabbitMQ, ;TST2021: JAVA+SQL_ETS;TST2022: ING_SW_BASE_ETS_v3(Java),,5/26/23,NUEVA,APLICADO_PRESELECCIONADO,
2363,,DESARROLLOS BACK-END SENIOR*elixir,,Java SE;Elixir;PostgreSQL;ORACLE;Spring Boot;Artifactory;Event-driven Architecture (EDA);Pruebas Unitarias;Kubernetes;Postman Tener en cuenta;se requieren conocimientos en: AWS;Conocimiento en Integraciones (API;Servicios;Microservicios;Bus de Integraciones);Conocimientos básicos de Devops;Conocimientos de Linux ;Arquitectura limpia y solid, ;TST2021: JAVA+SQL_ETS(JavaElixir);TST2021: PROGRAMACIÓN REACTIVA_ELIXIR(JavaElixir);TST2022: ING_SW_BASE_ETS_v3(JavaElixir),,5/29/23,NUEVA,APLICADO_PRESELECCIONADO,
2336,,AUTOMATIZACIÓN DE PRUEBAS,,,,,6/2/23,NUEVA,APLICADO_SELECCIONADO,
2378,,AUTOMATIZACIÓN DE PRUEBAS SEMI-SENIOR,,Java SE;DB2;Tener en cuenta;se requieren conocimientos en: Azure Devops;(Web;microservicios y en iSeries - AS400) Serenity BDD Lenguaje Gherkin Patrón de diseño Screeplay Selenium, ;TST2022: AUTOMATIZACIÓN_PRUEBAS;TST2022: RETO PRÁCTICO AUTOMATIZADOR QA,,6/1/23,REEMPLAZO,APLICADO_SELECCIONADO,
2372,,DESARROLLOS BACK-END SEMI-SENIOR,,RPG/ILE;Java SE;DB2;AWS DynamoDB;Spring Cloud;Artifactory;DOCKER;Kubernetes;Git, ;TST2021: ISERIES;TST2022: ING_SW_BASE_ETS_v3(ISeries),,6/1/23,NUEVA,NO_APLICADO,
2348,,AUTOMATIZACIÓN DE PRUEBAS SEMI-SENIOR,,SQL;Java SE;DB2;PostgreSQL; SERENITY;Karate Framework;Micro Focus Extra! X-treme (MyExtra);BDD (Gherkin / Serenity);Gherkin / Cucumber;AWS RDS;Análisis Estático (SonarQube, ;TST2022: AUTOMATIZACIÓN_PRUEBAS;TST2022: RETO PRÁCTICO AUTOMATIZADOR QA,,6/2/23,NUEVA,NO_APLICADO,
2376,,DESARROLLOS BACK-END SENIOR,,JavaScript;Java SE;PostgreSQL;ORACLE;Spring Boot;Spring Cloud;Artifactory;Pruebas de Performance;Pruebas Unitarias;Kubernetes;RabbitMQSe postea para su gestión Tener en cuenta;se requieren conocimientos en: BD SQL;AWS;Elixir;DEVOPS, ;TST2022: ING_SW_BASE_ETS_v3(JavaElixir);TST2021: JAVA+SQL_ETS(JavaElixir);TST2021: PROGRAMACIÓN REACTIVA_ELIXIR(JavaElixir),,6/1/23,NUEVA,APLICADO_PRESELECCIONADO,
2359,,DESARROLLOS BACK-END JUNIOR,,Python;C# (NET Framework);ORACLE;AWS DynamoDB;Pandas;Spring Boot;Artifactory;SWIFT;Azure Active Directory;Sterling;Apache Tomcat;DOCKER;Git;Selenium, ;TST2022: PYTHON+SQL;TST2022: ING_SW_BASE_ETS_v3(Python),,5/26/23,REEMPLAZO,NO_APLICADO,R FABER ENRIQUE RUIZ CASTAÑEDA
2389,,AUTOMATIZACIÓN DE PRUEBAS SENIOR,,Java SE;AWS DynamoDB;SQL Server; SERENITY;Patrón de diseño ScreenPlay;DevOps;Selenium, ;TST2022: AUTOMATIZACIÓN_PRUEBAS;TST2022: RETO PRÁCTICO AUTOMATIZADOR QA,,6/7/23,NUEVA,NO_APLICADO,
2359,,DESARROLLOS BACK-END JUNIOR,,Python;C# (NET Framework);ORACLE;AWS DynamoDB;Pandas;Spring Boot;Artifactory;SWIFT;Azure Active Directory;Sterling;Apache Tomcat;DOCKER;Git;Selenium, ;TST2022: PYTHON+SQL;TST2022: ING_SW_BASE_ETS_v3(Python),,6/9/23,REEMPLAZO,CANCELADO,R FABER ENRIQUE RUIZ CASTAÑEDA
2363,,DESARROLLOS BACK-END SENIOR*elixir,,Java SE;Elixir;PostgreSQL;ORACLE;Spring Boot;Artifactory;Event-driven Architecture (EDA);Pruebas Unitarias;Kubernetes;Postman Tener en cuenta;se requieren conocimientos en: AWS;Conocimiento en Integraciones (API;Servicios;Microservicios;Bus, ;TST2021: JAVA+SQL_ETS(JavaElixir);TST2021: PROGRAMACIÓN REACTIVA_ELIXIR(JavaElixir);TST2022: ING_SW_BASE_ETS_v3(JavaElixir),,6/13/23,NUEVA,NO_APLICADO,
2394,,DESARROLLOS FRONT-END SENIOR,,Fundamentos HTML;JavaScript;Angular;Jscrambler;NPM," ;TST2021: ANGULAR, JS, TYPESCRIPT, HTML_ETS(FSJava);TST2022: ING_SW_BASE_ETS_v3(Front)",,6/14/23,NUEVA,APLICADO_PRESELECCIONADO,
2372,,DESARROLLOS BACK-END SEMI-SENIOR,,RPG/ILE;Java SE;DB2;AWS DynamoDB;Spring Cloud;Artifactory;DOCKER;Kubernetes;Git, ;TST2021: ISERIES;TST2022: ING_SW_BASE_ETS_v3(ISeries),,6/16/23,NUEVA,NO_APLICADO,
2420,,AUTOMATIZACIÓN DE PRUEBAS - Junior,,Java SE;SQL;DB2;PostgreSQL; SERENITY;Karate Framework;Micro Focus Extra! X-treme (MyExtra);BDD (Gherkin / Serenity);Patrón de diseño ScreenPlay;AWS RDS;Análisis Estático (SonarQube);Seleniumde leasing;y pruebas manuales, ;TST2022: AUTOMATIZACIÓN_PRUEBAS;TST2022: RETO PRÁCTICO AUTOMATIZADOR QA,,6/29/23,NUEVA,CANCELADO,
2421,,AUTOMATIZACIÓN DE PRUEBAS - Junior,,Java SE;SQL;DB2;PostgreSQL; SERENITY;Karate Framework;Micro Focus Extra! X-treme (MyExtra);BDD (Gherkin / Serenity);Patrón de diseño ScreenPlay;AWS RDS;Análisis Estático (SonarQube);Selenium, ;TST2022: AUTOMATIZACIÓN_PRUEBAS;TST2022: RETO PRÁCTICO AUTOMATIZADOR QA,,6/29/23,NUEVA,CANCELADO,
2417,,AUTOMATIZACIÓN DE PRUEBAS - SemiSenior,,Java SE;AWS DynamoDB;Karate Framework; SERENITY;Patrón de diseño ScreenPlay;REST;Kobiton;Postman ;Selenium, ;TST2022: RETO PRÁCTICO AUTOMATIZADOR QA;TST2022: AUTOMATIZACIÓN_PRUEBAS,,6/27/23,REEMPLAZO,APLICADO_SELECCIONADO,R Sebastian Bejarano
2416,,DESARROLLOS FULL-STACK - Semi Senior,,Java SE;JavaScript;Angular;Spring Boot;Kubernetes;Nodejs;Git," ;TST2022: ING_SW_BASE_ETS_v3(FSJava);TST2021: JAVA+SQL_ETS(FSJava);TST2021: ANGULAR, JS, TYPESCRIPT, HTML_ETS(FSJava)",,6/27/23,REEMPLAZO,APLICADO_SELECCIONADO,R Cristian Forero
2363,,DESARROLLOS BACK-END- Seniorm *elixir,,Java SE;Elixir;PostgreSQL;ORACLE;Spring Boot;Artifactory;Event-driven Architecture (EDA);Pruebas Unitarias;Kubernetes;Postman , ;TST2021: JAVA+SQL_ETS(JavaElixir);TST2021: PROGRAMACIÓN REACTIVA_ELIXIR(JavaElixir);TST2022: ING_SW_BASE_ETS_v3(JavaElixir),,6/27/23,NUEVA,APLICADO_PRESELECCIONADO,
2427,,DESARROLLOS BACK-END SENIOR,,Java SE;PostgreSQL;REDIS;Git springboot;aplicaciones reactivas;aws,  PRUEBA MATRICES DE CONOCIMIENTO 2023_2,,7/10/23,NUEVA,APLICADO_PRESELECCIONADO,
2432,, AUTOMATIZACIÓN DE PRUEBAS JUNIOR,,Java SE;ORACLE; SERENITY, ;TST2022: AUTOMATIZACIÓN_PRUEBAS;TST2022: RETO PRÁCTICO AUTOMATIZADOR QA,,7/5/23,NUEVA,APLICADO_PRESELECCIONADO,R Jose Zuluaga
2444,,DESARROLLOS BACK-END SEMI-SENIOR,,Java SE;C# (NET Framework);MYSQL;AWS DynamoDB;Spring Boot;Spring Cloud;Artifactory;SWIFT;Pruebas Unitarias;OAuth 20;DOCKER;Kubernetes;Análisis Estático (SonarQube);Git,PRUEBA MATRICES DE CONOCIMIENTO 2023,,7/10/23,NUEVA,APLICADO_PRESELECCIONADO,
2443,,AUTOMATIZACIÓN DE PRUEBAS SEMI-SENIOR,,Oracle;se requieren conocimientos en: Finacle;CASA;Prestamos;transacciones;funcional en productos Core Finacle;técnicas;método y procesos llevados a cabo para definir escenarios;y demas documentación del modelo te testing;funcional, ;TST2022: AUTOMATIZACIÓN_PRUEBAS;TST2022: RETO PRÁCTICO AUTOMATIZADOR QA,,7/12/23,NUEVA,NO_APLICADO,
2458,,DESARROLLOS FULL-STACK SEMI-SENIOR,,Java SE;JavaScript;MYSQL;REDIS;Angular;AMAZON EC2;Jmeter;OAuth 20;Kubernetes;Git;Gradle," ;TST2021: ANGULAR, JS, TYPESCRIPT, HTML_ETS(FSJava);TST2021: JAVA+SQL_ETS(FSJava);TST2022: ING_SW_BASE_ETS_v3(FSJava)",,7/14/23,NUEVA,NO_APLICADO,
2460,,DESARROLLOS BACK-END SENIOR*AS400,,RPG/ILE;DB2, ;TST2021: ISERIES;TST2022: ING_SW_BASE_ETS_v3(ISeries),,7/17/23,NUEVA,NO_APLICADO,
2423,,"DESARROLLADOR SALESFORCE SENIOR ID: 2,423",,,  Desarrollador Salesforce,,7/21/23,NUEVA,APLICADO_NO_SELECCIONADO,
2466,,AUTOMATIZACIÓN DE PRUEBAS SENIOR,,Java SE;AWS DynamoDB;se requieren conocimientos en: pruebas E2E y conocimientos en DevOps, ;TST2022: AUTOMATIZACIÓN_PRUEBAS;TST2022: RETO PRÁCTICO AUTOMATIZADOR QA,,7/24/23,REEMPLAZO,APLICADO_SELECCIONADO,R  Johnatan Porras
2439,,DESARROLLOS MOBILE SEMI-SENIOR,,Dart;SQL Server;Artifactory;Flutter;Mockito;Git, ;TST2021: MOBILE_FLUTTER_JAVA(Mob);TST2022: ING_SW_BASE_ETS_v3(MobFlutter),,7/24/23,NUEVA,NO_APLICADO,
2472,,AUTOMATIZACIÓN DE PRUEBAS SENIOR,,Java SE;ORACLE; SERENITY AWS;Finacle, ;TST2022: RETO PRÁCTICO AUTOMATIZADOR QA;TST2022: AUTOMATIZACIÓN_PRUEBAS,,7/26/23,NUEVA,NO_APLICADO,
2449,,DESARROLLOS MOBILE SEMI-SENIOR,,Java SE;JavaScript;SQLite;SQL Server;Artifactory;Flutter;Mockito;Postman ;Git, ;TST2022: ING_SW_BASE_ETS_v3(MobFlutter);TST2021: MOBILE_FLUTTER_JAVA(Mob),,7/26/23,NUEVA,APLICADO_SELECCIONADO,
2460,,DESARROLLOS BACK-END SENIOR- AS400,,RPG/ILE;DB2, ;TST2021: ISERIES;TST2022: ING_SW_BASE_ETS_v3(ISeries),,7/26/23,NUEVA,NO_APLICADO,
2458,,DESARROLLOS FULL-STACK SEMI-SENIOR,,Java SE;JavaScript;MYSQL;REDIS;Angular;AMAZON EC2;Jmeter;OAuth 20;Kubernetes;Git;Gradle," ;TST2021: ANGULAR, JS, TYPESCRIPT, HTML_ETS(FSJava);TST2021: JAVA+SQL_ETS(FSJava);TST2022: ING_SW_BASE_ETS_v3(FSJava)",,7/26/23,NUEVA,CANCELADO,
2470,,DESARROLLOS FULL-STACK SENIOR,,Java SE;Python;PostgreSQL;MYSQL;Spring Boot;Angular;Artifactory;AMAZON EC2;Apache Camel;Azure Active Directory;DOCKER;Nodejs;Git;Análisis Estático (SonarQube)infraestructura como código en AWS (plexo) y conocimientos de servicios core de AWS," ;TST2021: ANGULAR, JS, TYPESCRIPT, HTML_ETS(FSJava);TST2021: JAVA+SQL_ETS(FSJava);TST2022: ING_SW_BASE_ETS_v3(FSJava)",,7/25/23,NUEVA,NO_APLICADO,
2479,,AUTOMATIZACIÓN DE PRUEBAS SENIOR,,ava SE;SQL;PostgreSQL;DB2; SERENITY;BDD Framework;Micro Focus Extra! X-treme (MyExtra);Patrón de diseño ScreenPlay;BDD (Gherkin / Serenity);Kobiton;AWS RDS;Git;Appium  Definición de estrategia de pruebas Técnicas para la obtención de casos de prueba Pruebas de Software en todos los niveles screenplay Karate Framework Java Clean Code SOLID AWS Clean Architecture Conocimientos deseables: ISTQB flutter integration_test Firebase Test Lab DynamoDB;RDS Aurora;cloudwatch;lambdas Appium, ;TST2022: RETO PRÁCTICO AUTOMATIZADOR QA;TST2022: AUTOMATIZACIÓN_PRUEBAS,,7/27/23,NUEVA,APLICADO_PRESELECCIONADO,
2482,,AUTOMATIZACIÓN DE PRUEBAS SENIOR,,Java SE;SQL;PostgreSQL;DB2; SERENITY;Karate Framework;Micro Focus Extra! X-treme (MyExtra);BDD (Gherkin / Serenity);Patrón de diseño ScreenPlay;Kobiton;AWS RDS;Git;Appium Definición de estrategia de pruebas Técnicas para la obtención de casos de prueba Pruebas de Software en todos los niveles screenplay Karate Framework Java Clean Code SOLID AWS Clean Architecture Conocimientos deseables: ISTQB flutter integration_test Firebase Test Lab DynamoDB;RDS Aurora;cloudwatch;lambdas Appium, ;TST2022: RETO PRÁCTICO AUTOMATIZADOR QA;TST2022: AUTOMATIZACIÓN_PRUEBAS,,7/27/23,NUEVA,APLICADO_NO_SELECCIONADO,
2485,,AUTOMATIZACIÓN DE PRUEBAS SENIOR,,Java SE;ORACLE;se requieren conocimientos en: pruebas en Bizagi , ;TST2022: RETO PRÁCTICO AUTOMATIZADOR QA;TST2022: AUTOMATIZACIÓN_PRUEBAS,,7/28/23,NUEVA,NO_APLICADO,
2483,,DESARROLLOS FRONT-END SEMI-SENIOR,,JavaScript;TYPESCRIPT;Angular;DDD;Jscrambler," ;TST2022: ING_SW_BASE_ETS_v3(Front);TST2021: ANGULAR, JS, TYPESCRIPT, HTML_ETS(FSJava)",,7/28/23,NUEVA,APLICADO_PRESELECCIONADO,
24478,,DESARROLLOS BACK-END SENIOR,,Java SE;AWS DynamoDB;PostgreSQL;Spring Boot;Spring Web;Artifactory;Pruebas Unitarias;Pruebas de Performance;Kubernetes;DOCKER;RabbitMQ;Gitjunit;Mockito;Karate;Gradle;jmeter;Programacion Reactiva;DevOps;CleanArchitecture;CleanCode;Sonar;SOLID;Swagger;CloudAws;Servicios Rest;Postman Habilidades Blandas: Se requiere que el talento sea muy participativo;propositivo y que trabaje en equipo de forma Excelente,  PRUEBA MATRICES DE CONOCIMIENTO 2023,,8/2/23,NUEVA,NO_APLICADO,
2460,,DESARROLLOS BACK-END SENIOR- AS400,,RPG/ILE;DB2, ;TST2021: ISERIES;TST2022: ING_SW_BASE_ETS_v3(ISeries),,8/2/23,NUEVA,APLICADO_SELECCIONADO,
2491,,DESARROLLOS BACK-END,,,,,8/2/23,NUEVA,APLICADO_SELECCIONADO,
2473,,AUTOMATIZACIÓN DE PRUEBAS SEMI-SENIOR,,,,,8/4/23,NUEVA,APLICADO_SELECCIONADO,
2500,,AUTOMATIZACIÓN DE PRUEBAS SEMI-SENIOR,,Java SE;BDD Framework;Kobiton;Git se requieren conocimientos en: flutter, ;TST2022: RETO PRÁCTICO AUTOMATIZADOR QA;TST2022: AUTOMATIZACIÓN_PRUEBAS,,8/9/23,NUEVA,APLICADO_NO_SELECCIONADO,
2487,,DESARROLLOS FULL-STACK SENIOR,,Java SE;Elixir;ORACLE;PostgreSQL;Spring Boot;Spring Cloud;AMAZON EC2;Artifactory;Kubernetes;RabbitMQ se requieren conocimientos en: AWS;Elixir;Java conocimiento en Reactivo (basic);python;MQ y Kubernetes;Devops;Metodologías agiles ," ;TST2021: ANGULAR, JS, TYPESCRIPT, HTML_ETS(FSJava);TST2021: JAVA+SQL_ETS(FSJava);TST2022: ING_SW_BASE_ETS_v3(FSJava)",,8/9/23,NUEVA,NO_APLICADO,
2478,,DESARROLLOS BACK-END SENIOR,,Java SE;AWS DynamoDB;PostgreSQL;Spring Boot;Spring Web;Artifactory;Pruebas Unitarias;Pruebas de Performance;Kubernetes;DOCKER;RabbitMQ;se requieren conocimientos en: junit;Mockito;Karate;Gradle;jmeter;Programacion Reactiva;DevOps;CleanArchitecture;CleanCode;Sonar;SOLID;Swagger;CloudAws;Servicios Rest;Postman Habilidades Blandas: Se requiere que el talento sea muy participativo;propositivo y que trabaje en equipo de forma Excelente,  PRUEBA MATRICES DE CONOCIMIENTO 2023,,8/9/23,NUEVA,APLICADO_NO_SELECCIONADO,
2485,,AUTOMATIZACIÓN DE PRUEBAS SENIOR,,Java SE;ORACLE;se requieren conocimientos en: pruebas en Bizagi , ;TST2022: RETO PRÁCTICO AUTOMATIZADOR QA;TST2022: AUTOMATIZACIÓN_PRUEBAS,,8/10/23,NUEVA,APLICADO_SELECCIONADO,
2517,,AUTOMATIZACIÓN DE PRUEBAS SENIOR,,Java SE;SQL;DB2;Serenity;BDD;Cucumber;Gradle;SQL;GIT;AWS;métodología ágiles;Devops y ojalá iseries;Jmeter;Postman, ;TST2022: RETO PRÁCTICO AUTOMATIZADOR QA;TST2022: AUTOMATIZACIÓN_PRUEBAS,,8/11/23,NUEVA,NO_APLICADO,
2524,,AUTOMATIZACIÓN DE PRUEBAS SENIOR,,: Java SE;PostgreSQL;AWS DynamoDB; SERENITY;Karate Framework;DevOps;REST;AWS RDS;Selenium;Git : pruebas performance Jmeter , ;TST2022: RETO PRÁCTICO AUTOMATIZADOR QA;TST2022: AUTOMATIZACIÓN_PRUEBAS,,8/16/23,REEMPLAZO,APLICADO_SELECCIONADO,R  Javier Romero
2533,,AUTOMATIZACIÓN DE PRUEBAS SEMI-SENIOR,,Java SE;SQL Server; SERENITY;DevOpsgradle;serenity;screenplay;cucumber y Gherkin , ;TST2022: RETO PRÁCTICO AUTOMATIZADOR QA;TST2022: AUTOMATIZACIÓN_PRUEBAS,,8/22/23,REEMPLAZO,CANCELADO,R Victor Armejo Mican
2536,,AUTOMATIZACIÓN DE PRUEBAS SENIOR,,SQL;SQL Server;REST;DevOps;AWS RDS;Postman Tener en cuenta;se requieren conocimientos en: SQL Server Windows Server 2019 (IIS) Consumo de servicios (REST - SOAP) Manejo de certificados digitales AWS Azure Devops, ;TST2022: RETO PRÁCTICO AUTOMATIZADOR QA;TST2022: AUTOMATIZACIÓN_PRUEBAS,,8/23/23,NUEVA,NO_APLICADO,
2500,,AUTOMATIZACIÓN DE PRUEBAS SEMI-SENIOR,,Java SE;BDD Framework;Kobiton;Git Tener en cuenta;se requieren conocimientos y experiencia en: flutter, ;TST2022: RETO PRÁCTICO AUTOMATIZADOR QA;TST2022: AUTOMATIZACIÓN_PRUEBAS,,8/23/23,NUEVA,NO_APLICADO,
2550,,AUTOMATIZACIÓN DE PRUEBAS SEMI-SENIOR,,Java SE;BDD Framework;Kobiton;Git Tener en cuenta;se requieren conocimientos y experiencia en: flutter, ;TST2022: RETO PRÁCTICO AUTOMATIZADOR QA;TST2022: AUTOMATIZACIÓN_PRUEBAS,,8/30/23,REEMPLAZO,APLICADO_SELECCIONADO,R AndrewRAmirez
2551,,DESARROLLOS BACK-END SEMI-SENIOR,,Python;ORACLE, ;TST2022: ING_SW_BASE_ETS_v3(Python);TST2022: PYTHON+SQL,,8/30/23,NUEVA,APLICADO_PRESELECCIONADO,
2548,,DESARROLLOS BACK-END SENIOR - AS400,,CL;RPG/ILE;DB2, ;TST2022: ING_SW_BASE_ETS_v3(ISeries);TST2021: ISERIES,,8/30/23,REEMPLAZO,NO_APLICADO,R Gloria Guerrero
2552,,AUTOMATIZACIÓN DE PRUEBAS SEMI-SENIOR,,Java SE;SQL;AWS DynamoDB;DB2; SERENITY;Karate Framework;Micro Focus Extra! X-treme (MyExtra);DevOps;Patrón de diseño ScreenPlay;AWS RDS;Postman ;Git, ;TST2022: RETO PRÁCTICO AUTOMATIZADOR QA;TST2022: AUTOMATIZACIÓN_PRUEBAS,,9/1/23,NUEVA,NO_APLICADO,
2570,,AUTOMATIZACIÓN DE PRUEBAS SENIOR,,Java SE;MYSQL; SERENITY;Gherkin / Cucumber;DevOps;AWS RDS;Selenium;Postman Gherkin;Serenity;Karate;Azure Devops;JUnit;Mockito;y AWS, ;TST2022: RETO PRÁCTICO AUTOMATIZADOR QA;TST2022: AUTOMATIZACIÓN_PRUEBAS,,9/5/23,NUEVA,CANCELADO,
2564,,DESARROLLOS FULL-STACK SEMI-SENIOR,,Java SE;TYPESCRIPT;PostgreSQL;Angular;Spring Boot;AMAZON EC2;Artifactory;SOLID;Event-driven Architecture (EDA);Kubernetes;DOCKER;Git;Gradle CSS;Bases de datos relacionales;Conexión de servicios AWS JEST;Junit;pruebas de aceptacion y de performance ," ;TST2021: JAVA+SQL_ETS(FSJava);TST2022: ING_SW_BASE_ETS_v3(FSJava);TST2021: ANGULAR, JS, TYPESCRIPT, HTML_ETS(FSJava)",,9/8/23,NUEVA,APLICADO_PRESELECCIONADO,
2586,,AUTOMATIZACIÓN DE PRUEBAS SEMI-SENIOR,,Java SE;SQL;PostgreSQL; SERENITY;BDD (Gherkin / Serenity);Patrón de diseño ScreenPlay;Git;Selenium Bases de Datos Relacionales;Test Plan(diseño de los escenarios;alcance;estrategia;crear casos prueba) - Conocimientos basicos en AWS - DevOps;creación y ejecución de Pipelines , ;TST2022: RETO PRÁCTICO AUTOMATIZADOR QA;TST2022: AUTOMATIZACIÓN_PRUEBAS,,9/12/23,REEMPLAZO,APLICADO_NO_SELECCIONADO,R Divier David Camargo Perez
2585,,ANÁLISIS DE PERFORMANCE SEMI-SENIOR,,Java SE;JavaScript;Jmeter;DevOps;Postman Jmeter;SqL;DevOps;Silk;AWS , ;TST2022: PRUEBAS PERFORMANCE,,9/12/23,REEMPLAZO,APLICADO_SELECCIONADO,R Paula Andrea Guarin Guarin
2614,,DESARROLLOS BACK-END SEMI-SENIOR - AS400,,RPG/ILE;CL;DB2;Pruebas Unitarias Desarrollador iSeries;con conocimientos en STI para la interacción con servicios de integración y APIS , ;TST2022: ING_SW_BASE_ETS_v3(ISeries);TST2021: ISERIES,,9/25/23,NUEVA,NO_APLICADO,
2613,,DESARROLLOS FULL-STACK SEMI-SENIOR,,Java SE;TYPESCRIPT;REDIS;AWS DynamoDB;Angular;Spring Boot;AMAZON EC2;Jmeter;Azure Active Directory;Kubernetes;DOCKER;Git;NPM," ;TST2022: ING_SW_BASE_ETS_v3(FSJava);TST2021: ANGULAR, JS, TYPESCRIPT, HTML_ETS(FSJava);TST2021: JAVA+SQL_ETS(FSJava)",,9/25/23,NUEVA,APLICADO_SELECCIONADO,
2629,,DESARROLLOS FULL-STACK SENIOR,,Java SE;REACT;PostgreSQL;AWS DynamoDB;Spring Boot;Spring Cloud;AMAZON EC2;Artifactory;Jmeter;SOLID;Kubernetes;DOCKER;Git;Gradle," ;TST2021: JAVA+SQL_ETS(FSJava);TST2021: ANGULAR, JS, TYPESCRIPT, HTML_ETS(FSJava);TST2022: ING_SW_BASE_ETS_v3(FSJava)",,10/3/23,NUEVA,APLICADO_PRESELECCIONADO,
2630,,DESARROLLOS BACK-END SEMI-SENIOR - AS400,,CL;RPG/ILE;DB2;PostgreSQL;Spring Boot;Azure Active Directory;Git, ;TST2022: ING_SW_BASE_ETS_v3(ISeries);TST2021: ISERIES,,10/3/23,NUEVA,APLICADO_PRESELECCIONADO,
2631,,DESARROLLOS FRONT-END SEMI-SENIOR,,JavaScript;Fundamentos CSS;Angular;Nextjs (SSR);DDD Se requieren conocimientos en: AWS," ;TST_2023_V1: ING_SW_BASE(FrontEnd-ANGULAR, TYPESCRIPT, HTML);TST2021: FRONTEND (ANGULAR, TYPESCRIPT, HTML)_v2_VSTI",,10/5/23,NUEVA,APLICADO_PRESELECCIONADO,
2637,,DESARROLLOS BACK-END SEMI-SENIOR,,Java SE;PostgreSQL;Spring Boot;Artifactory;Kubernetes;Análisis Estático (SonarQube) Rational Team Concert;Java o typescript;Azure DevOps y buen manejo de git,  VALIDACION_TECNICA - DESARROLLOS BACKEND;TST2022: ING_SW_BASE_ETS_v3(Java);TST2021: JAVA+SQL_ETS,,10/9/23,NUEVA,APLICADO_NO_SELECCIONADO,
2632,,DESARROLLOS MOBILE SEMI-SENIOR,,Dart;SQL Server;Artifactory;Flutter;Mockito;Git, ;TST2021: MOBILE_FLUTTER_JAVA(Mob);TST2022: ING_SW_BASE_ETS_v3(MobFlutter),,10/11/23,NUEVA,APLICADO_PRESELECCIONADO,
2656,,DESARROLLOS BACK-END SENIOR AS400,,RPG/ILE;COBOL;DB2, ;TST2022: ING_SW_BASE_ETS_v3(ISeries);TST2021: ISERIES,,10/13/23,NUEVA,NO_APLICADO,
2661,,DESARROLLOS FULL-STACK SEMI-SENIOR,,Java SE;JavaScript;SQL Server;MYSQL;Angular;Spring Boot;AMAZON EC2;DOCKER;Git;UrbanCode Nube de AWS;conocimientos generales deseables en Ciberseguridad y criptografía;y conocimientos y manejo en lenguajes Cloud Native," ;TST2022: ING_SW_BASE_ETS_v3(FSJava);TST2021: ANGULAR, JS, TYPESCRIPT, HTML_ETS(FSJava);TST2021: JAVA+SQL_ETS(FSJava)",,10/18/23,NUEVA,APLICADO_PRESELECCIONADO,
2678,,AUTOMATIZACIÓN DE PRUEBAS SEMI-SENIOR,,Java SE;SQL;PostgreSQL;DB2; SERENITY;BDD Framework;Micro Focus Extra! X-treme (MyExtra);Gherkin / Cucumber;BDD (Gherkin / Serenity);AWS RDS;Git;Selenium, ;TST2022: RETO PRÁCTICO AUTOMATIZADOR QA;TST2022: AUTOMATIZACIÓN_PRUEBAS,,10/26/23,NUEVA,APLICADO_SELECCIONADO,
2679,,AUTOMATIZACIÓN DE PRUEBAS SEMI-SENIOR,,Java SE;SQL;AWS DynamoDB;DB2; SERENITY;BDD Framework;Micro Focus Extra! X-treme (MyExtra);Gherkin / Cucumber;Patrón de diseño ScreenPlay;AWS RDS;Postman ;Análisis Estático (SonarQube), ;TST2022: AUTOMATIZACIÓN_PRUEBAS;TST2022: RETO PRÁCTICO AUTOMATIZADOR QA,,10/26/23,NUEVA,APLICADO_SELECCIONADO,
2682,,DESARROLLOS BACK-END SEMI-SENIOR,,Python;Java SE;PostgreSQL;Sterling;Nodejs;Postman ,  PRUEBA MATRICES DE CONOCIMIENTO 2023,,10/26/23,NUEVA,APLICADO_NO_SELECCIONADO,
2690,,AUTOMATIZACIÓN DE PRUEBAS SENIOR,,Java SE;DB2; SERENITY;Patrón de diseño ScreenPlay;Gherkin / Cucumber, ;TST2022: AUTOMATIZACIÓN_PRUEBAS;TST2022: RETO PRÁCTICO AUTOMATIZADOR QA,,10/30/23,NUEVA,CANCELADO,
2692,,DESARROLLOS FULL-STACK SENIOR,,,,,11/2/23,NUEVA,APLICADO_SELECCIONADO,Reasignación
2703,,DESARROLLOS FULL-STACK SEMI-SENIOR,,,,,11/2/23,NUEVA,APLICADO_SELECCIONADO,
2682,,DESARROLLOS BACK-END SEMI-SENIOR,,Python;Java SE;PostgreSQL;Sterling;Nodejs;Postman ,  PRUEBA MATRICES DE CONOCIMIENTO 2023,,11/14/23,NUEVA,APLICADO_SELECCIONADO,
2716,,AUTOMATIZACIÓN DE PRUEBAS SENIOR,,Java SE;ORACLE,•TST2022: AUTOMATIZACIÓN_PRUEBAS •TST2022: RETO PRÁCTICO AUTOMATIZADOR QA,,11/16/23,REEMPLAZO,CANCELADO,R Kevin Alexander Caleño Sierra
